index,forecast
1983-06-30,3.152031305208842
1983-07-01,3.214449065465778
1983-07-04,3.214449065465778
1983-07-05,2.999470548163723
1983-07-06,2.882857133131582
1983-07-07,2.651221298899613
1983-07-08,2.6089979085793367
1983-07-11,2.604293431456748
1983-07-12,2.161714979016789
1983-07-13,2.04865721836814
1983-07-14,1.9709992053953904
1983-07-15,1.682802594064425
1983-07-18,1.536465451555358
1983-07-19,1.4460391362062814
1983-07-20,1.3542759128221682
1983-07-21,1.5252589747623124
1983-07-22,1.600005621400493
1983-07-25,1.737711937310164
1983-07-26,1.887822694162224
1983-07-27,1.65385782971992
1983-07-28,1.3537204585898244
1983-07-29,1.070016805538896
1983-08-01,0.8206741741074642
1983-08-02,0.5937245290991245
1983-08-03,0.4470923086864445
1983-08-04,0.15865310102300126
1983-08-05,-0.006162744585659762
1983-08-08,-0.25496350020309777
1983-08-09,-0.4288277355289155
1983-08-10,-0.5202544395207748
1983-08-11,-0.609874210958363
1983-08-12,-0.6420076046621189
1983-08-15,-0.6133376535478945
1983-08-16,-0.6082414506274012
1983-08-17,-0.5036639608961117
1983-08-18,-0.5131018455652702
1983-08-19,-0.4669969138703447
1983-08-22,-0.4605926300235538
1983-08-23,-0.5233251517238566
1983-08-24,-0.6658815082678168
1983-08-25,-0.7954566585939088
1983-08-26,-0.8340786058414598
1983-08-29,-0.8392976340079656
1983-08-30,-0.8297835119770046
1983-08-31,-0.7086117894968456
1983-09-01,-0.6151501623444756
1983-09-02,-0.4990279304912225
1983-09-05,-0.5016112011151427
1983-09-06,-0.17389801199523058
1983-09-07,0.12366341390813516
1983-09-08,0.33737765937296393
1983-09-09,0.4388577199798274
1983-09-12,0.392456807793587
1983-09-13,0.3759666375241608
1983-09-14,0.4015692577936488
1983-09-15,0.3587328817786011
1983-09-16,0.47828770870071363
1983-09-19,0.6576850309413969
1983-09-20,0.8809955550885906
1983-09-21,1.037030275931275
1983-09-22,1.2312116565665765
1983-09-23,1.3776444088468935
1983-09-26,1.513339657472634
1983-09-27,1.5347178897023346
1983-09-28,1.5224233414803654
1983-09-29,1.4699529682198411
1983-09-30,1.3564737254491273
1983-10-03,1.257097760394976
1983-10-04,1.1656462750279544
1983-10-05,1.1969928943854986
1983-10-06,1.3452057292178508
1983-10-07,1.4810891405808506
1983-10-10,1.7349020622714901
1983-10-11,1.688204362153668
1983-10-12,1.706926826515006
1983-10-13,1.7753705125623929
1983-10-14,1.8083583565885601
1983-10-17,1.8866253157227828
1983-10-18,1.6141831887575218
1983-10-19,1.3998290222752903
1983-10-20,1.2742854453442831
1983-10-21,1.0598166874788002
1983-10-24,0.9227311393013269
1983-10-25,0.7930732607493557
1983-10-26,0.5700079907581721
1983-10-27,0.39614182133200554
1983-10-28,0.11832807865239268
1983-10-31,-0.11258042679528679
1983-11-01,-0.3028389203297603
1983-11-02,-0.38763471266490407
1983-11-03,-0.5781592078336111
1983-11-04,-0.80079272383885
1983-11-07,-1.0429202633555559
1983-11-08,-1.2247758591636013
1983-11-09,-1.1793398153725152
1983-11-10,-1.1792877450700352
1983-11-11,-0.9982604849776336
1983-11-14,-0.8976585495681834
1983-11-15,-0.8691118739009694
1983-11-16,-0.8323155537931541
1983-11-17,-0.7809431749740088
1983-11-18,-0.7599722661994452
1983-11-21,-0.6516411780194628
1983-11-22,-0.5575931778812582
1983-11-23,-0.45060683368637294
1983-11-24,-0.45073174574066444
1983-11-25,-0.45174511344607143
1983-11-28,-0.4619167309492505
1983-11-29,-0.28624993944488125
1983-11-30,-0.3306082396407732
1983-12-01,-0.29999521254540057
1983-12-02,-0.387217228273147
1983-12-05,-0.40056434759567394
1983-12-06,-0.47298474482121766
1983-12-07,-0.4783290651475186
1983-12-08,-0.5728268423461021
1983-12-09,-0.6847641881752322
1983-12-12,-0.7001581541844588
1983-12-13,-0.7986340800646174
1983-12-14,-0.9831990366922966
1983-12-15,-1.2437210575003959
1983-12-16,-1.3363295733402194
1983-12-19,-1.45937935947543
1983-12-20,-1.5739024705509228
1983-12-21,-1.46547144541272
1983-12-22,-1.4941799923526076
1983-12-23,-1.5032345307888253
1983-12-26,-1.5063245519490498
1983-12-27,-1.4084936875383232
1983-12-28,-1.3340160659226437
1983-12-29,-1.283717125618873
1983-12-30,-1.2200551233535044
1984-01-02,-1.2212839143619745
1984-01-03,-1.3064607407304336
1984-01-04,-0.9348524014685002
1984-01-05,-0.6784747293464625
1984-01-06,-0.4218017440541029
1984-01-09,-0.1887123718783972
1984-01-10,-0.04866135888687695
1984-01-11,0.07133700774547182
1984-01-12,0.14207439063675784
1984-01-13,0.16230043179390094
1984-01-16,0.21181640056549905
1984-01-17,0.3265227889176646
1984-01-18,0.37691031945242387
1984-01-19,0.3578457266519646
1984-01-20,0.24995449120836566
1984-01-23,0.07358041505224928
1984-01-24,-0.01787638885229165
1984-01-25,-0.18219431635381853
1984-01-26,-0.37474107101843357
1984-01-27,-0.5278171188888198
1984-01-30,-0.7375391856239717
1984-01-31,-0.8925696481118862
1984-02-01,-1.05432760162661
1984-02-02,-1.1375521455222741
1984-02-03,-1.2920715120263115
1984-02-06,-1.6530585045266577
1984-02-07,-1.995978888799034
1984-02-08,-2.1598846139449566
1984-02-09,-2.5461400180881424
1984-02-10,-2.8900824953560234
1984-02-13,-3.2654806626732413
1984-02-14,-3.2245872104833144
1984-02-15,-3.4693789427557737
1984-02-16,-3.6444574978269912
1984-02-17,-3.8542828827731332
1984-02-20,-3.8542828827731332
1984-02-21,-4.023932466762008
1984-02-22,-4.31932415961871
1984-02-23,-4.477145792451275
1984-02-24,-3.5014063534965
1984-02-27,-3.413714207607444
1984-02-28,-3.258113060921174
1984-02-29,-3.33818164328484
1984-03-01,-3.183063825258416
1984-03-02,-3.086428614657857
1984-03-05,-3.046903946476011
1984-03-06,-3.007179137014523
1984-03-07,-3.152545930031111
1984-03-08,-3.230608176474283
1984-03-09,-3.3757806235142707
1984-03-12,-3.19974967608597
1984-03-13,-3.228552353646757
1984-03-14,-3.2153090901367705
1984-03-15,-3.066532430931155
1984-03-16,-2.9425594652981903
1984-03-19,-2.865631832457263
1984-03-20,-2.7908208913593673
1984-03-21,-2.7543073450385975
1984-03-22,-2.73447750685643
1984-03-23,-2.8026086046264833
1984-03-26,-2.853751573722321
1984-03-27,-2.7949449679714027
1984-03-28,-2.3611908558579433
1984-03-29,-2.2270001635085523
1984-03-30,-2.1560849126214037
1984-04-02,-2.1233197505574237
1984-04-03,-2.1218637565185463
1984-04-04,-2.1507068141582586
1984-04-05,-2.043362487014191
1984-04-06,-2.1351563939871054
1984-04-09,-2.248408552249598
1984-04-10,-2.3349813154807095
1984-04-11,-2.4428924900191404
1984-04-12,-1.9619555937859265
1984-04-13,-1.9393785283497067
1984-04-16,-1.7742343126246818
1984-04-17,-1.6919690340537166
1984-04-18,-1.6569014286221995
1984-04-19,-1.6499365828724675
1984-04-20,-1.6499365828724675
1984-04-23,-1.6848925689854717
1984-04-24,-1.6043660454057909
1984-04-25,-1.5161201586786406
1984-04-26,-1.351408254312763
1984-04-27,-1.2397920214380849
1984-04-30,-1.1036496678274812
1984-05-01,-0.8637275153298412
1984-05-02,-0.6922644885726039
1984-05-03,-0.5721851765224685
1984-05-04,-0.585373247787984
1984-05-07,-0.5956882480168707
1984-05-08,-0.5236883329971801
1984-05-09,-0.5277662538999894
1984-05-10,-0.537613209992026
1984-05-11,-0.6057257040047179
1984-05-14,-0.7354153271261944
1984-05-15,-0.846350694275005
1984-05-16,-0.9473323534015835
1984-05-17,-1.104730798242468
1984-05-18,-1.3335502535954353
1984-05-21,-1.5884091580350759
1984-05-22,-1.8740227154563585
1984-05-23,-2.20336374311213
1984-05-24,-2.539679919451075
1984-05-25,-2.92100410256815
1984-05-28,-2.92100410256815
1984-05-29,-3.353828684066001
1984-05-30,-3.757590530158302
1984-05-31,-4.122797152347049
1984-06-01,-3.4929315816542186
1984-06-04,-3.3617176962042734
1984-06-05,-3.346261857731696
1984-06-06,-3.262547059170188
1984-06-07,-3.195960937844617
1984-06-08,-3.1327509743677555
1984-06-11,-2.796466777566041
1984-06-12,-2.937508625263797
1984-06-13,-3.0823528667532267
1984-06-14,-3.198302776946287
1984-06-15,-3.443666838453452
1984-06-18,-3.022067616851288
1984-06-19,-3.050613176252855
1984-06-20,-2.670006182009388
1984-06-21,-2.581339065821892
1984-06-22,-2.494854527125129
1984-06-25,-2.443121496448012
1984-06-26,-2.4208733735611325
1984-06-27,-2.523590658266394
1984-06-28,-2.432549341067214
1984-06-29,-2.464746755431908
1984-07-02,-2.5038977468665746
1984-07-03,-2.42763306895695
1984-07-04,-2.4276330689569505
1984-07-05,-2.424218283004878
1984-07-06,-2.5089910580619716
1984-07-09,-2.3723666866238915
1984-07-10,-2.369406697151198
1984-07-11,-2.152798750521732
1984-07-12,-2.3506932190435
1984-07-13,-2.44338461697687
1984-07-16,-2.4124843198296304
1984-07-17,-2.418871039692499
1984-07-18,-2.4554157949205244
1984-07-19,-2.5631092819900796
1984-07-20,-2.7137894991663374
1984-07-23,-2.9299367692523104
1984-07-24,-3.1061985647068076
1984-07-25,-3.052651267933895
1984-07-26,-2.9564558346665577
1984-07-27,-2.8356446793944676
1984-07-30,-2.8168824233653207
1984-07-31,-2.785266092841236
1984-08-01,-2.2504632249688568
1984-08-02,-1.5696370542237918
1984-08-03,-0.6489455125118176
1984-08-06,-0.22156841766146465
1984-08-07,0.2131717407581678
1984-08-08,0.5259384042663467
1984-08-09,0.9148817901949906
1984-08-10,1.2441152234348942
1984-08-13,1.5693814401672748
1984-08-14,1.8085705724433685
1984-08-15,1.894374916236877
1984-08-16,2.081160623815778
1984-08-17,2.287086693139567
1984-08-20,2.472408418516829
1984-08-21,2.614861683713916
1984-08-22,2.6685621367868158
1984-08-23,2.853728226280354
1984-08-24,3.0530127652817085
1984-08-27,3.05357373717886
1984-08-28,3.1809178350199887
1984-08-29,3.2522121369808383
1984-08-30,3.2719663564946604
1984-08-31,3.310509616462728
1984-09-03,3.3105096164627277
1984-09-04,3.1490601128827316
1984-09-05,3.0637455729780037
1984-09-06,3.0363458121657345
1984-09-07,2.6913787249539
1984-09-10,2.622497035931143
1984-09-11,2.461730254689428
1984-09-12,2.4031704012143122
1984-09-13,2.2283389551930814
1984-09-14,2.4053932584011277
1984-09-17,2.589837690254422
1984-09-18,2.714522314979139
1984-09-19,2.5903378316189603
1984-09-20,2.642507752664918
1984-09-21,2.4664561470587403
1984-09-24,2.4061346908177303
1984-09-25,2.379802293241564
1984-09-26,2.392292933101891
1984-09-27,2.450502362223918
1984-09-28,2.3089269333724745
1984-10-01,2.108414329695078
1984-10-02,1.8332722687341945
1984-10-03,1.6209602144385096
1984-10-04,1.455844817718797
1984-10-05,1.2734877272056435
1984-10-08,1.1097062567231395
1984-10-09,0.831785676769868
1984-10-10,0.6575792476039342
1984-10-11,0.5543905502207384
1984-10-12,0.5281850465089183
1984-10-15,0.5943681524399127
1984-10-16,0.608100307304027
1984-10-17,0.6065558595513
1984-10-18,0.6944650968993743
1984-10-19,0.8584881376691066
1984-10-22,0.9984979113529623
1984-10-23,1.132350379721972
1984-10-24,1.2337574306111172
1984-10-25,1.1227778866808262
1984-10-26,1.0382216111148683
1984-10-29,0.9395306710520732
1984-10-30,0.919692345088775
1984-10-31,0.8778579930255191
1984-11-01,0.9165142127427045
1984-11-02,0.958074187041412
1984-11-05,1.0310904867366475
1984-11-06,1.167404544581302
1984-11-07,1.0602073859210874
1984-11-08,1.0705906671356709
1984-11-09,0.9611133475955151
1984-11-12,0.9130995850615642
1984-11-13,0.745233188927045
1984-11-14,0.6292840598537934
1984-11-15,0.535766814019445
1984-11-16,0.33423636095477266
1984-11-19,0.10166421200780469
1984-11-20,-0.03484703064454704
1984-11-21,-0.11555253899415188
1984-11-22,-0.11555253899415188
1984-11-23,-0.09321204832325063
1984-11-26,-0.1582798752510502
1984-11-27,-0.11450694710638809
1984-11-28,-0.2175316525251667
1984-11-29,-0.3863423721424287
1984-11-30,-0.5592292381493914
1984-12-03,-0.7405828148402633
1984-12-04,-0.8899587142043498
1984-12-05,-1.1046784534993002
1984-12-06,-1.2681766148254026
1984-12-07,-1.4754792478615777
1984-12-10,-1.5002723929448067
1984-12-11,-1.5638668677959278
1984-12-12,-1.6555674382724361
1984-12-13,-1.780186758144369
1984-12-14,-1.6842109133821437
1984-12-17,-1.582038753241881
1984-12-18,-0.93116715026734
1984-12-19,-0.7308692339575104
1984-12-20,-0.6119407571584751
1984-12-21,-0.5070152388531883
1984-12-24,-0.3801560222854754
1984-12-25,-0.3801560222854754
1984-12-26,-0.3063064561137586
1984-12-27,-0.28022185487812123
1984-12-28,-0.21091025834718055
1984-12-31,-0.16394918849232978
1985-01-01,-0.16394918849232978
1985-01-02,-0.24746222215214003
1985-01-03,-0.4125203275163992
1985-01-04,-0.6077074550784587
1985-01-07,-0.7264482812880814
1985-01-08,-0.8505194169622882
1985-01-09,-0.7798838662362603
1985-01-10,-0.4668982966749367
1985-01-11,-0.32611473466641533
1985-01-14,-0.041726415981503485
1985-01-15,0.16928312951146443
1985-01-16,0.36760969076221733
1985-01-17,0.5048210183270445
1985-01-18,0.680747871237125
1985-01-21,0.9100208363749948
1985-01-22,1.1916298486949108
1985-01-23,1.525346353816148
1985-01-24,1.786347277694541
1985-01-25,2.056619599601932
1985-01-28,2.2912225244262516
1985-01-29,2.472382766932378
1985-01-30,2.62765108998255
1985-01-31,2.842054492148572
1985-02-01,2.925811021188605
1985-02-04,3.08326037363609
1985-02-05,3.243713381085201
1985-02-06,3.398622380335635
1985-02-07,3.5263683348962016
1985-02-08,3.7657134582972986
1985-02-11,3.497513844438458
1985-02-12,3.596098206164221
1985-02-13,3.602749969118107
1985-02-14,3.60220875845704
1985-02-15,3.582367082977
1985-02-18,3.582367082977
1985-02-19,3.5424201525480683
1985-02-20,3.4855814666632368
1985-02-21,3.415824653922432
1985-02-22,3.354697452615458
1985-02-25,3.3378366245199946
1985-02-26,3.35848471242166
1985-02-27,3.1838425463149593
1985-02-28,3.188350946644918
1985-03-01,3.205866035904994
1985-03-04,3.061527887977676
1985-03-05,3.1249787860300566
1985-03-06,2.8802151250089554
1985-03-07,2.6958431051113907
1985-03-08,2.5610133935717254
1985-03-11,2.436284537965499
1985-03-12,2.3487584377167745
1985-03-13,2.034583533280204
1985-03-14,1.8287458695082872
1985-03-15,1.610723290833212
1985-03-18,1.279205722948482
1985-03-19,1.0352755472968762
1985-03-20,0.9837693176657661
1985-03-21,0.937349627747189
1985-03-22,0.8390590314539024
1985-03-25,0.7011193718789914
1985-03-26,0.6201617385762049
1985-03-27,0.5982789294875719
1985-03-28,0.564435554814444
1985-03-29,0.5684628143555824
1985-04-01,0.6211159906007281
1985-04-02,0.5768660475706181
1985-04-03,0.40822291662453064
1985-04-04,0.3008895844799683
1985-04-05,0.3008895844799683
1985-04-08,0.06080925935168336
1985-04-09,-0.10078234774443419
1985-04-10,-0.11412952604277135
1985-04-11,-0.0984161065335882
1985-04-12,-0.05631288183797492
1985-04-15,-0.03530594336793815
1985-04-16,0.03361320149820005
1985-04-17,0.08199802060745172
1985-04-18,0.032869264085525124
1985-04-19,-0.000341880455648126
1985-04-22,-0.024329431389205625
1985-04-23,0.09068811850435919
1985-04-24,0.1546210605897186
1985-04-25,0.2847086973499378
1985-04-26,0.2929001554471634
1985-04-29,0.10802668449244564
1985-04-30,-0.031150758782001884
1985-05-01,-0.2730332031054922
1985-05-02,-0.4622909071791495
1985-05-03,-0.5253389359706598
1985-05-06,-0.5929985204094966
1985-05-07,-0.5711947706829649
1985-05-08,-0.5409617722869459
1985-05-09,-0.4233852946853843
1985-05-10,-0.04203977523911181
1985-05-13,0.22588446745051816
1985-05-14,0.3879871153995069
1985-05-15,0.5788685142903959
1985-05-16,0.8387534287297594
1985-05-17,1.1501701899174217
1985-05-20,1.4854559889655818
1985-05-21,1.8106667538023562
1985-05-22,2.0523128420714625
1985-05-23,2.215734251951241
1985-05-24,2.4281917431073214
1985-05-27,2.428191743107321
1985-05-28,2.478978591467996
1985-05-29,2.617811226199104
1985-05-30,2.728247588823114
1985-05-31,2.8686923257639534
1985-06-03,3.094264397559456
1985-06-04,3.233460111910202
1985-06-05,3.2886545158447587
1985-06-06,3.482899374406882
1985-06-07,3.0731634130838086
1985-06-10,3.146029117771414
1985-06-11,3.111483624800068
1985-06-12,2.810897622187461
1985-06-13,2.2690863873854585
1985-06-14,2.068454954990564
1985-06-17,1.9064090753771783
1985-06-18,1.8016376212451704
1985-06-19,1.6229036572542896
1985-06-20,1.5250232996272715
1985-06-21,1.4815636061087607
1985-06-24,1.4943539696406263
1985-06-25,1.5393485354531173
1985-06-26,1.6288599222168387
1985-06-27,1.7938784226948965
1985-06-28,1.9292058216917447
1985-07-01,2.0853606357838936
1985-07-02,2.1798915828242276
1985-07-03,2.204247440768505
1985-07-04,2.205877636458896
1985-07-05,2.345587314405658
1985-07-08,2.326209691361474
1985-07-09,2.23557601093743
1985-07-10,2.2648233127287214
1985-07-11,2.2898438592708943
1985-07-12,2.348428868712872
1985-07-15,2.336293771726165
1985-07-16,2.2861928570861796
1985-07-17,2.567931112552224
1985-07-18,2.7030219380623848
1985-07-19,2.8220801562484765
1985-07-22,2.767635223215955
1985-07-23,2.4042986763320298
1985-07-24,2.0501056400188298
1985-07-25,1.8771140170972116
1985-07-26,1.7649471919015567
1985-07-29,1.1840369948451461
1985-07-30,0.954619930382021
1985-07-31,0.8084204350185284
1985-08-01,0.7683770643115346
1985-08-02,0.6723412152090945
1985-08-05,0.5782717185925569
1985-08-06,0.20195918555809603
1985-08-07,-0.032956300483395005
1985-08-08,-0.18619140322126387
1985-08-09,-0.34999795843318143
1985-08-12,-0.5265405551183452
1985-08-13,-0.6860223983966097
1985-08-14,-0.8336763758283909
1985-08-15,-1.0089371251834125
1985-08-16,-1.2195519309278602
1985-08-19,-1.3466571429728795
1985-08-20,-1.2256675396369023
1985-08-21,-1.1829059842566017
1985-08-22,-1.2098779914414048
1985-08-23,-1.3252660255001352
1985-08-26,-1.367822251436686
1985-08-27,-1.394369407746063
1985-08-28,-1.4138199890982068
1985-08-29,-1.404493210742746
1985-08-30,-1.4471982566290338
1985-09-02,-1.447198256629034
1985-09-03,-1.484354539634859
1985-09-04,-1.5902015408790244
1985-09-05,-1.6298623385337256
1985-09-06,-1.5765480005947676
1985-09-09,-1.5823099070108202
1985-09-10,-1.6103067854103632
1985-09-11,-1.8014811264415358
1985-09-12,-2.1110909840930425
1985-09-13,-2.4716072112420986
1985-09-16,-2.689287965715339
1985-09-17,-2.78449329537007
1985-09-18,-3.0364426434953016
1985-09-19,-2.8977573424571954
1985-09-20,-3.0592874646344264
1985-09-23,-2.8060939682273354
1985-09-24,-2.8217062149891903
1985-09-25,-2.8381012611546095
1985-09-26,-2.9113275825552556
1985-09-27,-3.0634341498679505
1985-09-30,-3.1647800356353923
1985-10-01,-2.4443149080036344
1985-10-02,-2.3347249916925286
1985-10-03,-2.3194885675164922
1985-10-04,-2.345017701721103
1985-10-07,-2.412685413325414
1985-10-08,-2.4909512238577123
1985-10-09,-2.540016203649299
1985-10-10,-2.5632811427684024
1985-10-11,-2.263853245795059
1985-10-14,-2.015710767682904
1985-10-15,-1.8729663181140732
1985-10-16,-1.6131037583639112
1985-10-17,-1.4482949323625742
1985-10-18,-1.3417049206468226
1985-10-21,-1.263082576097234
1985-10-22,-1.0938605528895897
1985-10-23,-0.8602463221686307
1985-10-24,-0.72433577971701
1985-10-25,-0.6615119859343982
1985-10-28,-0.5589190983410597
1985-10-29,-0.3646340257610059
1985-10-30,-0.15969451956626712
1985-10-31,-0.03249591290257461
1985-11-01,0.2096422074983415
1985-11-04,0.4341170161119632
1985-11-05,0.6883798643501042
1985-11-06,0.9392537872616236
1985-11-07,1.1690497480350919
1985-11-08,1.4451515373947164
1985-11-11,1.6071089614706273
1985-11-12,2.0863431889018327
1985-11-13,2.396595872455819
1985-11-14,2.7726208871403273
1985-11-15,2.9973434522335882
1985-11-18,3.324655704953241
1985-11-19,3.589764981278816
1985-11-20,3.866244332564747
1985-11-21,4.022033835226741
1985-11-22,4.276488905994522
1985-11-25,4.476988810325133
1985-11-26,4.716634241397667
1985-11-27,4.7180384543886165
1985-11-28,4.7180384543886165
1985-11-29,4.855629241530582
1985-12-02,4.588475574432967
1985-12-03,4.73352154632743
1985-12-04,4.497320658274889
1985-12-05,4.680277322562459
1985-12-06,4.897306344217842
1985-12-09,5.138152222400192
1985-12-10,5.345353110894398
1985-12-11,5.445836341290178
1985-12-12,5.740967963553718
1985-12-13,5.566319632153739
1985-12-16,5.987290463309861
1985-12-17,5.916185996641419
1985-12-18,5.950517194118456
1985-12-19,6.1505542416425065
1985-12-20,6.388684416553009
1985-12-23,5.321193900163677
1985-12-24,5.127888736044637
1985-12-25,5.127888736044637
1985-12-26,4.963115854833038
1985-12-27,4.8778272978827895
1985-12-30,5.020604582644043
1985-12-31,5.000066932430182
1986-01-01,5.000066932430182
1986-01-02,4.875593925141989
1986-01-03,4.936613656521002
1986-01-06,5.078185262018948
1986-01-07,4.964725681362186
1986-01-08,2.7448738670047637
1986-01-09,2.5402578947163668
1986-01-10,2.360212025471584
1986-01-13,2.2254838935301975
1986-01-14,2.112254184851198
1986-01-15,2.041677611563224
1986-01-16,2.040393619779445
1986-01-17,1.9373369910555904
1986-01-20,1.8897785169889831
